5.696349620819091797e+00,-2.668076515197753906e+00
8.225893974304199219e-01,-2.766894102096557617e+00
4.702557086944580078e+00,-1.331356406211853027e+00
6.800676822662353516e+00,-1.143442630767822266e+00
2.722716093063354492e+00,-1.812018871307373047e+00
-3.180941343307495117e-01,-1.667618155479431152e+00
8.901274681091308594e+00,-2.486237287521362305e+00
2.215921640396118164e+00,-5.491260290145874023e-01
7.770126342773437500e+00,-1.720574975013732910e+00
8.142848014831542969e+00,-2.657815456390380859e+00
7.598839759826660156e+00,-3.310991525650024414e-01
9.010350227355957031e+00,-2.421988964080810547e+00
9.379331588745117188e+00,-1.706336021423339844e+00
7.008825302124023438e+00,-4.983364641666412354e-01
7.228557586669921875e+00,-1.362294673919677734e+00
2.038840204477310181e-02,-1.972791314125061035e+00
3.955888986587524414e+00,-1.414626479148864746e+00
1.014863395690917969e+01,-2.097645044326782227e+00
2.787564277648925781e+00,-1.854647397994995117e+00
8.428127288818359375e+00,-1.750394225120544434e+00
2.675669670104980469e+00,-1.779628396034240723e+00
7.318197250366210938e+00,-2.817275762557983398e+00
2.279721975326538086e+00,-6.658446788787841797e-01
4.245879173278808594e+00,-2.377979755401611328e+00
7.982870578765869141e+00,-2.821094274520874023e+00
2.739212512969970703e+00,-1.478289365768432617e+00
2.738342761993408203e+00,-2.372373342514038086e+00
7.592082977294921875e+00,-3.150773048400878906e+00
8.252582550048828125e+00,-1.818777799606323242e+00
8.576540946960449219e-01,-2.599931955337524414e+00
4.178756713867187500e+00,-2.371880412101745605e-01
7.608597874641418457e-01,-2.552143573760986328e+00
1.169098854064941406e+00,-2.590110778808593750e+00
7.497320175170898438e+00,-3.209900856018066406e+00
9.201784133911132812e+00,-1.734650492668151855e+00
1.446318745613098145e+00,-2.804575443267822266e+00
9.336293220520019531e+00,-6.723185181617736816e-01
9.195616722106933594e+00,-1.632122516632080078e+00
3.921031951904296875e+00,-1.184200525283813477e+00
7.248239994049072266e+00,-2.158383607864379883e+00
9.420854568481445312e+00,-2.179671049118041992e+00
1.006291580200195312e+01,-1.236317634582519531e+00
9.196087837219238281e+00,-1.935957074165344238e+00
6.183845996856689453e+00,-1.515383601188659668e+00
6.504685401916503906e+00,-1.972484707832336426e+00
8.566658973693847656e+00,-3.931218981742858887e-01
5.807854652404785156e+00,-2.749914169311523438e+00
1.870611548423767090e+00,-1.972506523132324219e+00
2.736670494079589844e+00,-1.925343751907348633e+00
1.871945977210998535e+00,-1.861667871475219727e+00
3.828363418579101562e+00,-9.208965301513671875e-01
8.387642860412597656e+00,-3.112140178680419922e+00
1.250791072845458984e+00,-1.856579899787902832e+00
2.249922752380371094e+00,-7.951408028602600098e-01
8.563847541809082031e+00,-3.097398996353149414e+00
2.586506366729736328e+00,-2.376470088958740234e+00
-2.937568128108978271e-01,-1.714920282363891602e+00
1.015237522125244141e+01,-1.168535113334655762e+00
9.859560012817382812e+00,-1.817514538764953613e+00
7.270145893096923828e+00,-7.289701700210571289e-01
